false_positive_rate,true_positive_rate
0.528,0.969
0.5324285714285715,0.969
0.5324285714285715,0.9695
0.5338571428571428,0.9695
0.5338571428571428,0.97
0.5347142857142857,0.97
0.5347142857142857,0.9705
0.5358571428571428,0.9705
0.5358571428571428,0.971
0.539,0.971
0.539,0.9715
0.5394285714285715,0.9715
0.5394285714285715,0.972
0.5401428571428571,0.972
0.5401428571428571,0.9725
0.5405714285714286,0.9725
0.5405714285714286,0.973
0.5412857142857143,0.973
0.5412857142857143,0.9735
0.5492857142857143,0.9735
0.5492857142857143,0.974
0.55,0.974
0.55,0.9745
0.5518571428571428,0.9745
0.5518571428571428,0.975
0.5551428571428572,0.975
0.5551428571428572,0.9755
0.5595714285714286,0.9755
0.5595714285714286,0.976
0.5601428571428572,0.976
0.5601428571428572,0.9765
0.5671428571428572,0.9765
0.5671428571428572,0.977
0.5732857142857143,0.977
0.5732857142857143,0.9775
0.5757142857142857,0.9775
0.5757142857142857,0.978
0.5758571428571428,0.978
0.5758571428571428,0.9785
0.5842857142857143,0.9785
0.5842857142857143,0.979
0.5901428571428572,0.979
0.5901428571428572,0.9795
0.5934285714285714,0.9795
0.5934285714285714,0.98
0.5937142857142857,0.98
0.5937142857142857,0.9805
0.5962857142857143,0.9805
0.5962857142857143,0.981
0.599,0.981
0.599,0.9815
0.6098571428571429,0.9815
0.6098571428571429,0.982
0.6141428571428571,0.982
0.6141428571428571,0.9825
0.6151428571428571,0.9825
0.6151428571428571,0.983
0.6185714285714285,0.983
0.6185714285714285,0.9835
0.6194285714285714,0.9835
0.6194285714285714,0.984
0.6207142857142857,0.984
0.6207142857142857,0.9845
0.6231428571428571,0.9845
0.6231428571428571,0.985
0.625,0.985
0.625,0.9855
0.636,0.9855
0.636,0.986
0.6568571428571428,0.986
0.6568571428571428,0.9865
0.658,0.9865
0.658,0.987
0.6657142857142857,0.987
0.6657142857142857,0.9875
0.6752857142857143,0.9875
0.6752857142857143,0.988
0.6792857142857143,0.988
0.6792857142857143,0.9885
0.6875714285714286,0.9885
0.6875714285714286,0.989
0.6884285714285714,0.989
0.6884285714285714,0.9895
0.6991428571428572,0.9895
0.6991428571428572,0.99
0.6997142857142857,0.99
0.6997142857142857,0.9905
0.7004285714285714,0.9905
0.7004285714285714,0.991
0.7035714285714286,0.991
0.7035714285714286,0.9915
0.7147142857142857,0.9915
0.7147142857142857,0.992
0.7172857142857143,0.992
0.7172857142857143,0.9925
0.7181428571428572,0.9925
0.7181428571428572,0.993
0.7211428571428572,0.993
0.7211428571428572,0.9935
0.7268571428571429,0.9935
0.7268571428571429,0.994
0.7361428571428571,0.994
0.7361428571428571,0.9945
0.738,0.9945
0.738,0.995
0.7425714285714285,0.995
0.7425714285714285,0.9955
0.7438571428571429,0.9955
0.7438571428571429,0.996
0.7647142857142857,0.996
0.7647142857142857,0.9965
0.7728571428571429,0.9965
0.7728571428571429,0.997
0.7808571428571428,0.997
0.7808571428571428,0.9975
0.7857142857142857,0.9975
0.7857142857142857,0.998
0.7915714285714286,0.998
0.7915714285714286,0.9985
0.7981428571428572,0.9985
0.7981428571428572,0.999
0.8344285714285714,0.999
0.8344285714285714,0.9995
0.838,0.9995
0.8382857142857143,0.9995
0.8894285714285715,0.9995
0.8894285714285715,1.0
1.0,1.0
